Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1997.0,-2558840020.8976564
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1998.0,-1481744928.7140093
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1999.0,-165760717.42506027
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2000.0,1277227695.6868773
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2001.0,2687921028.540336
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2002.0,3854235264.37171
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2003.0,4539500884.0479
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2004.0,5220823684.66085
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2005.0,6226199249.32211
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2006.0,6971379033.26327
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2007.0,9715761649.79443
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2008.0,10249767311.213
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2009.0,12154835707.8987
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2010.0,15633856787.0425
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2011.0,18190410820.6235
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2012.0,20203572959.5023
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2013.0,20564485419.1684
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2014.0,20550582746.8448
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2015.0,19998156214.3988
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2016.0,18019558181.9602
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2017.0,18896352021.94
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2018.0,18418848299.5825
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2019.0,18904490262.913
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2020.0,20143442150.971
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2021.0,14786861638.4535
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1960.0,21290811193.8164
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1961.0,21808704493.2553
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1962.0,23707266143.4721
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1963.0,28210335256.1952
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1964.0,26119063726.3905
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1965.0,29682486700.3738
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1966.0,32239462540.9567
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1967.0,33514906531.5053
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1968.0,36521869225.3694
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1969.0,41828778631.7557
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1970.0,44863079905.4656
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1971.0,49479440037.6989
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1972.0,53515410561.422
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1973.0,69601524279.5365
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1974.0,86058687785.665
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1975.0,91650122061.7007
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1976.0,91125515752.0365
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1977.0,103416937913.423
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1978.0,115346261836.344
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1979.0,134672829146.699
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1980.0,170656140911.193
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1981.0,174388852462.791
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1982.0,167268082239.884
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1983.0,174919895798.047
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1984.0,160135659993.827
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1985.0,136298779649.414
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1986.0,152519907872.898
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1987.0,186146618477.894
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1988.0,204142003747.68
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1989.0,217540893078.77
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1990.0,253226719450.555
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1991.0,273405697195.302
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1992.0,238257961319.909
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1993.0,236529420848.741
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1994.0,240122633179.398
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1995.0,269639706340.127
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1996.0,268416528915.098
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1997.0,282187971546.187
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1998.0,265816904660.638
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1999.0,262174971957.794
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2000.0,283928427609.579
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2001.0,258821310851.571
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2002.0,264872614492.351
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2003.0,352662234006.59
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2004.0,438838435407.663
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2005.0,512216548337.93
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2006.0,575703116619.124
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2007.0,660804869868.707
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2008.0,708095438324.809
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2009.0,719071175011.08
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2010.0,860332378206.453
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2011.0,964180707358.463
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2012.0,972573424415.211
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2013.0,983472863852.069
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2014.0,1003768056233.73
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2015.0,924522770394.565
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2016.0,882721265524.166
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2017.0,1021118730941.08
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2018.0,1007240479573.39
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2019.0,1001017049660.46
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2020.0,927484450967.307
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2021.0,1080711605709.63
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1960.0,10404135069.15
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1961.0,11127894641.0191
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1962.0,11943187848.3043
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1963.0,12676330764.6917
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1964.0,13838369295.2313
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1965.0,14862225759.9135
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1966.0,15832591204.0611
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1967.0,14426038229.7748
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1968.0,14880349280.3199
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1969.0,16882092549.4749
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1970.0,23504605475.6438
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1971.0,20832817218.3939
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1972.0,25264953765.762
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1973.0,31273819025.9673
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1974.0,44214484996.8734
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1975.0,51444731784.0348
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1976.0,62129390374.9031
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1977.0,65315008068.1014
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1978.0,71199708191.9944
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1979.0,88628401268.6832
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1980.0,112031308653.857
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1981.0,211003492000.188
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1982.0,187163726212.803
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1983.0,138115204947.351
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1984.0,114262670303.605
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1985.0,116507282627.195
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1986.0,107497542341.418
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1987.0,110321770123.657
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1988.0,108943464548.552
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1989.0,101768783075.2
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1990.0,121802125421.925
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1991.0,117457060715.759
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1992.0,118282253152.158
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1993.0,98826369836.0256
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1994.0,86281743752.6536
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1995.0,108221319966.439
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1996.0,125763022907.643
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1997.0,127063922266.802
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1998.0,130106822586.563
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1999.0,137521000392.092
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2000.0,140410259302.465
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2001.0,146779813046.927
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2002.0,176605835909.847
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2003.0,204470860701.304
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2004.0,253471913925.27
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2005.0,310094246800.233
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2006.0,395655858340.007
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2007.0,464425613626.874
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2008.0,566479463919.374
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2009.0,507029514633.981
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2010.0,597129288864.775
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2011.0,680455985950.414
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2012.0,736039861278.13
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2013.0,832216894624.603
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2014.0,892497905712.366
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2015.0,766957955078.105
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2016.0,690545418736.157
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2017.0,683748014299.694
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2018.0,766359667820.703
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2019.0,794719102944.191
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2020.0,784799699387.377
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2021.0,840187283626.448
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1960.0,542322313.9488217
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1961.0,570865593.6303387
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1962.0,600911151.1898302
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1963.0,632538053.8840319
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1964.0,665829530.404244
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1965.0,700873189.8992043
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1966.0,737761252.5254782
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1967.0,776590792.1320823
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1968.0,817463991.7179815
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1969.0,860488412.3347174
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1970.0,905777276.1418078
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1971.0,953449764.3597977
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1972.0,1003631330.9050503
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1973.0,1056454032.531632
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1974.0,1112056876.3490863
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1975.0,1170586185.6306171
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1976.0,1232195984.8743339
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1977.0,1297048405.1308777
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1978.0,1365314110.664082
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1979.0,1437172748.0674548
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1980.0,1512813419.0183737
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1981.0,1592435177.9140775
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1982.0,1676247555.6990292
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1983.0,1764471111.262136
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1984.0,1857338011.85488
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1985.0,1897050133.42015
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1986.0,2097326250.0
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1987.0,2080796250.0
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1988.0,2051236250.0
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1989.0,2253090000.0
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1990.0,2028553750.0
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1991.0,1099559027.77778
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1992.0,652174990.837304
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1993.0,1185315468.46295
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1994.0,1880951520.3972
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1995.0,2392764853.42107
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1996.0,3199641335.93751
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1997.0,2258513974.0968
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1998.0,2545964540.88383
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1999.0,3212121650.97755
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2000.0,3480355258.04122
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2001.0,3922100793.5403
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2002.0,4348068242.19512
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2003.0,5611496257.14231
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2004.0,7184685781.51876
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2005.0,8052073539.38058
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2006.0,8896072918.9814
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2007.0,10677324144.4289
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2008.0,12881353507.8539
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2009.0,12044208085.864
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2010.0,11926922828.9911
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2011.0,12890764531.3284
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2012.0,12319830437.3467
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2013.0,12776220507.0162
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2014.0,13228147516.1168
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2015.0,11386850129.8411
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2016.0,11861199830.8396
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017.0,13019689336.6919
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2018.0,15156432309.8977
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2019.0,15401830754.0773
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2020.0,15131866270.5936
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2021.0,18255787479.1846
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1960.0,2723593384.78054
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1961.0,2434727329.809
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1962.0,2001428328.37091
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1963.0,2702960118.28806
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1964.0,2909292864.23204
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1965.0,3136258896.9233
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1966.0,3039834558.74906
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1967.0,3370843065.76735
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1968.0,3852115816.97758
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1969.0,4257218772.15369
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1970.0,4863487492.65763
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1971.0,5077222366.97472
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1972.0,6766766610.86932
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1973.0,8707847924.29022
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1974.0,13210029612.2659
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1975.0,15557934268.4965
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1976.0,17728347374.994
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1977.0,20971901273.271
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1978.0,26364491313.4471
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1979.0,33243422157.6311
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1980.0,42346380830.7708
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1981.0,44348672667.8715
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1982.0,45207088715.6483
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1983.0,48801369800.3675
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1984.0,53698278905.9678
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1985.0,57937868670.1937
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1986.0,63692238160.0493
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1987.0,66746396416.2732
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1988.0,59089067187.3943
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1989.0,55634414465.2104
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1990.0,62048562947.2509
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1991.0,45715614559.7064
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1992.0,48003078388.5401
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1993.0,49945599428.5812
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1994.0,42543178042.4148
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1995.0,41764315330.4366
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1996.0,46941582519.4661
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1997.0,48177612042.1507
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1998.0,48187747528.899
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1999.0,48640653469.3025
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2000.0,54790392746.1939
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2001.0,54744712814.8676
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2002.0,56760355865.0082
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2003.0,67863828412.6882
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2004.0,85332581188.6107
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2005.0,103198223709.439
